Hospital,Patient Count,Total Billing
Group Sanders,2,39743.598679588424
Best-Davis,1,46750.660845473
Greene-Ramirez,1,16300.988165537361
"Terry Stevens, and Ramos",1,42499.908178633814
Hall-Patton,1,35947.32110804201
Davis-Simmons,3,68423.83292808023
Stephens-Watts,1,38357.43895687993
Carey-Thompson,2,70601.1197240623
"and Stein Wood Johnson,",1,19888.232926775152
Wells-Bishop,1,38898.3650582786
"Perez Jackson and Walters,",1,12175.669367338804
Phillips-Decker,2,66747.36730392053
Group Dominguez,1,20062.12182781611
Inc Cortez,4,86431.81173008026
Caldwell-Carter,1,3366.868406740596
Pratt-Hicks,1,12023.032892435112
Mueller-Anderson,1,50140.498358155375
Moody Ltd,1,22366.661084794127
Espinoza-Torres,2,90228.5009207343
"and Finley Fields Alvarez,",1,21067.282150660383
Park-Wright,1,11662.942277455491
Inc Blackwell,2,51114.54467428659
"and Hernandez Dennis Obrien,",1,24436.97318640283
"English, and Cherry Meyer",1,515.107195094517
"Rush, Gardner and Stout",1,9245.067421902002
Sherman-Hernandez,1,4785.567356828141
Meadows-Zuniga,1,3133.0568197527114
Foster-Chase,1,38081.612516010166
"Martinez Molina, Thornton and",1,15325.376192556098
Raymond-Hendricks,1,5618.190292367317
"White, Hayes and Perez",1,28910.501468193903
Cruz-Raymond,1,33620.78017817195
Moreno-Miranda,1,16652.166542989977
"Hood, and Rodriguez Sims",2,44586.744947298925
"and Erickson Cochran Cochran,",1,31435.274598434422
Smith-Mendez,3,105306.32436290212
Hudson-Perry,1,23738.408025830136
Inc Colon,1,28410.146448081636
"Brown, Ruiz Sanders and",1,10393.223655748458
Waters-Ellison,1,11656.18838326722
"Ellis Olson Anderson, and",2,53925.54792191559
Lang Inc,1,12614.09824902615
"and Dorsey, Noble Davis",1,25223.5779022626
Hancock and Sons,3,118317.87834550218
"Morris, and Kelly Hayes",2,75771.28069243049
"Richardson and Jones Howell,",1,18230.84697577148
Edwards-Carey,1,7731.213687683781
Garcia Ltd,7,177133.20160934163
Moore-Dean,1,31227.661231310343
"Bates Raymond Robinson, and",1,15370.855913396112
Brewer-Nelson,1,31686.619670603915
"Carter Nunez, Walker and",1,16467.57751077433
"Morgan, Holmes and Wiley",2,82399.57750564115
Ltd Hamilton,3,81701.29902682427
Stein-Romero,1,8704.123335143186
Sullivan-Ortiz,1,9937.293431614125
Kaufman-Bass,1,49874.66774857235
Mann-Duncan,1,32132.800259199117
Oconnell Group,1,39514.73067106065
Hodge LLC,1,1872.226181180659
"White Buck Johnson, and",1,40588.952837709025
Mccarthy PLC,1,32928.90711743451
Torres PLC,5,173111.3206236742
Curtis-Cox,1,27903.95462843059
Allison LLC,2,67807.70590464494
"and James Rose, Shields",1,5510.761694096393
"and Warren Peck, Hendricks",1,49103.09369268229
King-Underwood,1,11105.371196617698
Graham Ltd,7,231163.72627249188
"Weiss, Ho Nichols and",1,9172.189801409295
Brown-Parker,1,37554.24369154677
Mcdonald-Villegas,1,19148.61822129283
Knight-Ortega,1,49362.47080965868
"Singh Stone, and Estes",1,47045.116721234226
Robinson-Hawkins,1,39809.56666867807
Foster-Moore,1,15682.754754384021
"Luna and Holloway, Bailey",1,27223.67410296582
"Collins, Wallace Duncan and",1,25160.42636883596
Grimes-Burch,1,14987.989628814032
"Johnson, Parker Fitzpatrick and",1,23983.617872631337
"Howard and Simpson, Castillo",1,45870.559387443696
Velazquez PLC,1,38130.507857248645
"Long, and Olsen Kelly",1,41698.94589856362
Le-Fernandez,2,4016.0464815228743
"and Turner Richard Roberts,",1,7500.433580437495
"and Frank, Williamson Kirby",1,15352.799124632142
"Lang and Yu, Taylor",1,21173.983781416096
Farrell-Harper,1,36277.358939387654
"Barton Williams and Lewis,",1,24151.59556769242
Mcbride-Ward,2,11994.002074254095
"Davis, Torres and Chase",1,36210.08624273684
Harmon-Lin,1,38030.46145400134
Perez-Haynes,1,29638.120768680765
PLC Ford,1,9982.936651271297
"Hogan, Krueger and Vaughn",1,49170.446455086625
Group Lee,5,107349.30256446262
King-Hahn,1,21533.71480490164
Harris-Flores,1,46055.421348803124
Pierce-Gonzalez,1,34035.37490256599
"Peterson, Roberts and Klein",1,42946.63833876732
Gonzales-Walton,1,32303.6058579023
Sons Young and,1,30875.982413267695
"and Steele, Herrera Mendoza",1,45539.11797715028
"Clark, Bush and Allen",1,29564.949487356105
Smith-Goodwin,2,52356.046518055125
Rivera-Roberts,1,8648.716600635535
Villanueva-Scott,2,82425.38266517658
"and Henderson Salazar, Cooper",1,29389.717905025303
Rodriguez-Chan,1,31446.896155108185
"Anderson, Hill Garner and",1,8267.631650256797
"and Stafford Walker, Hawkins",1,13406.24809652484
"and Mcdaniel Swanson Carter,",1,19746.3048216253
"Molina Butler and Cherry,",1,19773.419599684366
"Thomas Robbins and Price,",1,24643.910070909224
Pratt-Patterson,1,39277.31238400916
Leblanc Ltd,1,31717.625741013515
"Chandler, Williams and Davies",1,41149.65640222627
"Neal Lopez and Parker,",1,18578.543103291617
"Fuentes and Garcia Cannon,",1,35357.58653569831
"Mclean Hendrix, Brooks and",1,6123.875732688031
"Rivera Moore and Rodriguez,",1,9899.1983064975
"and Williams, Hays Neal",1,48359.27238746471
"Kaiser and Perez Huynh,",1,48312.12374606933
"Lopez, Moore Hicks and",1,8956.717334851259
"Ochoa and Lopez Chandler,",1,47609.71711279055
Group Levy,1,27165.39262617618
Alvarez-Vargas,2,97829.28739675286
"and Anthony Hays Medina,",1,48991.86643703159
Thomas-Huber,1,27309.436760697274
"Griffin and Lyons Rivers,",1,12356.560651293956
Soto-Richmond,1,32895.10189130326
Group Schneider,5,121887.26061560941
Hamilton Group,4,67592.39144061462
"Hoover Rodriguez, and Vang",1,11418.62217239504
"Deleon Oneal, Moore and",1,42247.34251846451
Ortega Ltd,1,43474.5187709147
Pearson PLC,4,182099.67196821317
Wilson Ltd,13,324979.1059943976
Zimmerman-Smith,1,18773.292005310184
Keith-Romero,1,2134.9946370242624
Gonzalez-Logan,4,82873.5833414851
Ltd Rivera,6,147358.93432973477
Schmidt-Hood,1,45461.63195003163
"Ross Gibson and Rios,",1,28971.65475333518
Tran PLC,1,17092.837732522672
"and Clark Murray Watson,",2,95035.93458956688
"Rivera, and Webb Davis",1,2259.40834765187
Swanson-Dorsey,1,22622.44591558612
"Schultz Gutierrez, Nunez and",1,24605.20585914686
Inc Hamilton,5,173554.0374901854
Sons Ruiz and,1,13250.234263176873
"and Dickerson Terry Sandoval,",1,14924.228942416874
Frye Inc,2,84391.60322247706
Inc Blake,1,21066.163553034035
"Ruiz Mann, Whitaker and",1,10720.622918372354
White-Torres,1,7335.447039299841
Smith-Martinez,2,82552.58327538177
Potter PLC,1,40951.530460480535
"Barnett, Noble Miller and",1,40167.438288986035
"Ferguson Livingston Cowan, and",1,19640.85918165333
Mercer-Carr,1,28175.832232828383
"Williams and Taylor, Arroyo",1,13433.617037159478
"Taylor, Johnson Green and",1,11171.05960930416
"and Lopez, Sullivan Newman",2,23491.990012001643
"Henderson, Rich and Moreno",1,24407.84088148913
Shepherd-Vega,2,88963.64131522186
Hood-Jones,1,20537.61571363672
"Woods Diaz, Wilson and",2,80038.22135034278
"Salas Williams Moore, and",1,25879.867898627832
"and Patel, Richards Ingram",1,4986.383040575292
Ltd Ray,4,133303.66482646824
"Mccarthy and Dawson Anderson,",2,98211.51910614964
and Ferguson Sons,1,39401.06767369093
"and Munoz Woods, Gordon",1,27540.220789383482
"Gomez Gilmore, and Lozano",1,1503.6442514513453
Taylor-Lowery,1,6350.597393047333
Group Jordan,4,58379.89444237025
Coleman-Shaw,1,50815.72122555399
"Phillips and Hahn, Sandoval",1,7782.268761318166
"and Juarez Johnson, Stone",2,74252.61817366694
"Owens and Wilson, Smith",1,29654.478391442306
Stephens-Fisher,1,19805.176093711052
"Smith and Clark Brown,",1,12809.087576442256
"Harris Jenkins, and Moreno",1,18185.09981264658
"Robinson, and Roth Yu",1,2916.7927562771306
and Lambert Sons,1,13936.601683029583
Carlson-Mcfarland,1,7421.736216715415
Luna-Pierce,1,27623.492435943434
Li-Bowman,1,38187.1377787164
"Fox Robles Hooper, and",1,37360.320690454246
Harris-Patel,1,3644.9523160388226
Elliott-David,1,40272.335104472746
"Booker Mcpherson, Moore and",1,48677.63011762466
Ltd Caldwell,3,71885.19176150736
Chambers-Williams,1,36481.08259683088
Webster-Fields,1,50044.50865886255
"and Wang, Stephens Patton",1,8966.028023041401
Sons and Warner,1,47949.74954065839
"Padilla Fuller, and Andrade",1,28911.771667322875
Carter-Cohen,1,35019.06485852507
"Chen, and Warren Moss",1,28720.01123285633
Washington-Ball,1,35626.73980134802
Mccall-Burch,1,41659.565502491605
"Carroll and Hall Meyer,",1,23173.45867501299
"Stafford, and Johnson Smith",1,6103.751349033341
Day PLC,2,58777.518670472076
"Murphy Lowery and Baker,",1,28466.106196599347
"Solis and Larsen Stanley,",1,14906.213994305866
"Smith, Shaw Stevens and",1,6509.122262702815
Glover-Pacheco,1,40295.595511757725
Perez-Scott,1,24480.914343985733
"Spencer and Williams Bishop,",1,738.5764967992568
"Willis Davis, Nguyen and",1,4987.325077188386
"Love Boyd Brown, and",1,37368.15807719891
"and Hubbard, Fernandez Murphy",1,28351.169013217725
"and Francis Weaver, Brown",1,47340.574547872224
"Goodman Thomas, and Peters",1,1592.4973005810832
"Turner Duran Montgomery, and",2,86426.89527464272
Santos-Diaz,1,37635.277609631186
"Nichols Brown, and White",1,32362.393361150152
Torres-Lopez,3,46597.18504177046
Krause PLC,1,8179.291626555352
"Fry Glenn, and Martinez",1,29692.803072192015
"and Ford Cole Barker,",2,72921.56591104562
Mullen-Andersen,1,40974.22930580464
Anderson-Rivera,1,22571.19633467359
"Mckenzie Montoya and Schwartz,",1,46117.29889806881
"and Lopez, Dyer Lee",1,7339.440891206893
Nichols LLC,2,46296.52853585122
Morrison Group,1,21880.241335198294
Group Le,2,64635.66255689786
"and Ward Whitney Jones,",1,24261.93892876177
Trujillo-Atkinson,1,31223.84445819389
Chen Sons and,1,17179.412712654528
"Orozco, Hicks Duncan and",1,15934.491309639292
Petersen PLC,1,8498.983000200518
Flores-Hicks,1,12263.338111232964
"Wright Lopez and Jones,",1,14165.297342275713
"Hoffman and Woods Leblanc,",1,26643.695441530166
"Harris Santana, and Webb",1,49496.07142032747
Inc Hodges,1,8265.859785305252
Nguyen LLC,2,28520.4138875949
"Garrison, Parsons and Jones",1,25121.768851723555
Barrett-Pope,1,48674.84391990729
"Mitchell, Adams and Graham",1,23524.319209254925
"Joyce, and Miller Castillo",1,47517.043261928346
Reed-Camacho,1,31945.92660897999
"Cook and Edwards Flowers,",2,48756.65268626612
Smith-Cunningham,1,31466.6978340664
"Williams, and Jones Acosta",1,29460.30898910801
Young-Lee,3,103327.25435050945
"Pena Mendez Johnson, and",1,33705.340014263435
and Sons Chandler,1,17813.637232344652
"and Cox, Ward Valencia",1,33574.82834209293
"Martinez Jenkins, Blankenship and",2,35872.38383813237
Davis-Meyer,1,23083.288696357988
"and Kirby Ballard Williams,",1,1799.815039245921
Ltd Ayers,1,27877.53615190923
Group Fuentes,2,46187.52392678601
PLC Castaneda,1,23542.741869358008
Cuevas-Finley,1,47957.088896493406
"Reilly Casey Taylor, and",1,32762.929592333476
"and Hall, Johnson Haynes",1,13088.657276429622
Matthews-Gardner,1,7362.000566272948
Schneider-Green,1,36175.6927270164
Russo-Steele,1,24640.876041696414
Cruz-Nelson,1,6743.309883065463
Williams-Campbell,1,37758.04443720919
"and Roy Johnson, Hanson",1,48316.19902747567
Knight-Rangel,2,82627.80599302365
"Jones Mitchell, and Hernandez",1,20052.520673986695
Jones-Fitzgerald,1,27313.165642426033
"and Miller, Reed Thompson",1,34176.47197831326
LLC Michael,1,6558.467775935873
Giles and Sons,2,90647.8292362395
"Cardenas, Greene and Mcintosh",1,30800.345705013307
PLC Carroll,2,46720.513716760346
"Garcia Edwards and Daniel,",1,6196.635136069902
Dawson-Jones,2,42250.64395726444
Mercer-Booker,1,7704.300990915003
"and Moore, Ballard Johnson",1,43298.433699271125
"Frank Hernandez, Taylor and",1,30046.27893659327
Humphrey-Burton,1,41422.91397315639
"Hobbs Schneider, and Walter",1,44076.204422490155
Jones-Johnson,4,112441.9501360454
Monroe-Morris,1,37657.55181413199
"and Orozco Henry Harris,",1,29549.52388370991
Bishop-Bautista,1,18768.4323953753
PLC Torres,3,108001.44675223556
"Harrison Johnson Miller, and",1,7556.513996466131
"and Little Tanner, Gonzalez",1,40074.433961083225
Reynolds Group,3,88603.93662947748
Sons and Hernandez,5,135190.98251544707
Baker-Quinn,2,70529.39793430633
"Frye, King and Phillips",1,23048.89095923489
"Cummings Becker, Lam and",1,6436.23098557065
Daniel LLC,3,25917.984530720478
Davis-Coleman,1,37945.806346078105
Group Booth,1,10227.799718879669
Khan-Franklin,1,31050.21005622813
"and Robertson Hernandez, Bridges",1,38535.71661448468
Rivera-Wilson,1,37262.28161312949
"Chapman, and Edwards Bush",1,16053.524203853009
Weaver-Watkins,1,12775.680440129452
Thompson-Newman,1,26918.66221833209
"Allen Watson and Robinson,",1,18144.5109527321
and Sons Erickson,1,47746.739877487584
Martinez-Johnson,2,33600.61744237273
PLC Taylor,8,224028.63399993328
Inc Sullivan,2,51330.161849184224
Ltd Turner,6,181204.656717224
"and Rodriguez, Lucas Frank",1,36147.41425794063
Martinez-Lee,1,32885.93446309053
Chambers-Lamb,1,2820.9029160183227
Mckinney-Yang,1,31773.260368460575
Pope-Day,1,14759.39929135517
"and Chavez, Martinez Romero",1,45200.28357722192
Garcia-Lewis,1,37740.746268006245
Williams-Peters,3,65382.18539888082
"Randall Rice, and Barber",1,33227.36082221516
Riley-Nolan,1,45900.762258206734
Inc Walls,1,2898.9484250753676
Ltd Parker,3,41297.017690277615
"Mullins Lopez and Jones,",1,46594.48390403967
"and Richards Mueller Brown,",1,37133.19249890331
"Mcmillan, and Arias Moran",1,44133.66168325298
"Barron, and Hall Brewer",1,16956.57308095139
Jones-Oneill,1,17741.021887468036
Wolfe Inc,2,60671.30594497252
Howard-Tran,1,4407.344975888346
Simmons-Shelton,1,39242.628342733944
"Munoz Wilson and Little,",1,45413.484438396474
Best-Becker,1,12231.119859656394
Wood-Lee,2,35256.21481036797
"Williams Mccoy, and Smith",2,56736.766963059694
"Andrews and Juarez Parks,",2,2451.6277103869274
Allen-Scott,2,53552.55457782536
"and Higgins Gray, Hurst",1,10047.451736347013
Erickson-Martinez,1,8842.370591331382
Walton-Lee,1,19421.949051192718
Cervantes-Goodman,1,23251.751204704753
Taylor-Andersen,1,42562.425825347564
Brewer-White,1,18787.01424310782
"Brown and Hicks, Gonzalez",1,19576.922429973154
Donovan-Olson,1,18014.377538092085
Ltd Mccoy,3,121243.19514157521
"Banks, Davis and Morales",1,13861.096464204533
"and Dixon Williams, Torres",1,20014.109276487954
Goodwin Group,4,98519.47978433679
Gilmore-Lane,1,44561.47390931614
"and Nelson Cox Hoover,",2,54100.49240379257
Sons Rosario and,1,6706.940586506717
Ltd Vincent,2,97512.36992945684
Wang-Holmes,1,4199.416586310738
"Hernandez Richard Simmons, and",1,651.924677266182
Frost-Swanson,2,62179.51057067749
Francis PLC,1,39609.81705119835
"Sparks and Moore, Bird",1,12320.80690784523
Collier-Carlson,1,12798.839828961132
Garza-Garcia,1,39753.78580368832
"Bishop Munoz and Davies,",2,59079.78087935488
Edwards-Orr,1,42789.67072725258
Powell-Miller,1,41135.85131091291
"and Campbell Brown, Jones",1,4186.697875987207
"Barron Giles, and Morris",2,80066.01620772436
Love Group,2,62805.40109512353
"Potts, and Clarke Franco",1,13572.044718689473
"Fitzpatrick Bishop Ellis, and",1,16322.939237903665
Peters Inc,3,97369.75845754004
LLC Ball,2,42068.35870308006
Moore-Bailey,1,6183.114481845857
"Peterson and Reyes Hernandez,",1,4432.396597874441
Anderson-Lane,1,46072.73960612653
Sons Peters and,1,24307.82484012556
"Mooney, Watson Huff and",1,41105.53445846542
Garcia-Palmer,1,50840.27571996674
LLC Ferguson,1,15231.106063081139
"Johnson Mendoza Fernandez, and",2,77317.14973161345
"Perry, Wilson and Lee",1,38101.95568415493
"Montgomery and Benitez, Benton",1,34244.32519279543
"Wilcox, and Irwin Wagner",1,41007.91507504651
Marks-Reeves,1,20975.32963220634
Jordan LLC,2,36241.699638626116
Foster-Miller,1,12128.290201131966
"Vazquez Sanders, and Mcdonald",1,10399.971110204331
"Moody Chavez and Jackson,",1,29417.132249104045
Mejia-Williams,2,37644.059952327596
Bruce PLC,1,46143.74574883793
"Patton Green, and Dunn",1,47544.54048068138
Scott-Rodriguez,2,41695.26977473785
"Choi, Perez and Smith",1,6029.049635559311
Hill-Miller,1,33042.69486164971
Burnett-Wilcox,1,17589.65357687354
Friedman-Bryant,1,46425.813229734034
Owen Ltd,2,24652.067378931097
Harris-Alexander,2,78065.76780845936
"and Summers Day Espinoza,",1,37508.45263979764
Inc Frank,1,23418.116398597896
"and Lewis Wright James,",1,12923.209627958278
Group Farmer,2,65298.97799151858
"King Rodriguez, Barber and",1,8009.653225995223
Schaefer-Sanchez,1,46387.12747373838
Baker-Beck,1,12843.408926312353
"Murray and Horton Sutton,",1,7754.474058080853
Velasquez-Parrish,1,38186.016761812716
"and Moore Keller Zimmerman,",1,44163.613259615704
Mckenzie Ltd,1,48020.803153541674
"and Bullock, Cantu Wyatt",1,38224.89076222467
"and Lee Farmer Wilcox,",1,19868.298836761485
Koch-Flowers,1,18286.602491445807
"Thompson, and Holland Alexander",1,27955.1566555675
"and Adams, Harris Kennedy",1,27498.03124005021
Russell-Hodges,1,40536.659733146495
"Williams Davidson Harrington, and",1,22122.972961982006
"and Rivera Arnold Snyder,",2,31991.751614748064
"Richard Lee, Robertson and",1,5930.81730754238
Russell-Chavez,1,14011.782174640559
Rivera-Shaw,1,21157.844082342723
and Forbes Sons,2,66267.4523580387
Perez-Flores,1,45880.998448267346
"Odom Adams Chandler, and",1,4918.774635141996
Thornton-Salas,1,47620.31188455293
"Thompson, Smith and Green",1,10791.345755782266
Hoffman-Washington,1,13904.937511279508
"and Moses Mccall Acosta,",1,2334.215267429585
Armstrong-Patterson,1,42985.06121032504
"Smith Lindsey, and Morrison",2,53548.01503388912
"Leon Salinas, and Johnson",1,1061.9550342972063
"Jones, Myers and Baker",1,7388.783347988447
"Nielsen Collins, and Clements",1,22009.07325495662
"Cobb and Larsen, Harris",1,47161.28387001897
Sons and Rowe,1,35494.409731980966
"Ortiz Holmes, and Lane",1,36017.10422255711
"Steele Olson Rodriguez, and",2,6884.861007192239
"Ryan and Woods Hicks,",1,27685.501577459836
"Miller Hall Clark, and",1,3060.376564310377
Inc Ochoa,1,20768.478771506678
"Harris, York and Brown",1,6447.758743881711
"Dunn Diaz, and Roberts",1,12541.529810599124
Mcdonald-Davenport,1,32785.816969576976
Group Larsen,1,39223.00285310761
Ltd Shepard,1,17484.28381137584
"Elliott Gutierrez Miller, and",1,4703.922631659723
Nguyen-Moses,1,40115.20074017335
"and Walker, Deleon Anderson",2,41631.463138243824
"Brown, and Jones Weaver",1,26786.529555311292
"Austin, and Reynolds Duran",1,40137.789171480654
Kim-Higgins,1,33870.120904948504
James PLC,4,113654.32126441006
Wang-Hill,1,17159.581531514294
"and Johnson, Carter Johnston",1,19190.264994607627
"Tanner Smith Miller, and",1,21561.772386699362
"Pearson Escobar, and Harper",1,4537.475704122971
and Sons Trujillo,1,38598.475298861726
"Leon Mcfarland Wise, and",1,26379.368851365056
"Wade Savage, Harrington and",1,26138.88043551831
Group Bradley,3,56030.230515905954
Ltd Henry,2,75371.3037898911
"Booth, and Johnson Smith",1,25665.340029019477
Adams-Valencia,1,20264.21424262133
Gomez-Gilbert,1,46039.74641089517
Davidson-Keith,1,21432.184660565075
"Owens and Calderon Cannon,",1,31180.133525539033
Villegas-Pacheco,2,50102.84276970547
Hawkins-Parker,1,38008.470753077665
Hill Inc,15,294358.3909503692
Walsh-Ramos,1,28683.60519062951
"Davis and Livingston, Allen",1,44421.34624400449
and Mcneil Sons,2,38512.129174412534
